appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,Name,October 2021,September 2021,August 2021,July 2021,June 2021,May 2021
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,nan,189525,20050,0,"5,000,000 .. 10,000,000",17942,1265,1819,822,749.0,2999.0,75.0,15741,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Portuguese - Brazil, Russian, Japanese, Korean, Simplified Chinese, Traditional Chinese, Turkish","Action, Simulation, Strategy","{'Action': 5452, 'Multiplayer': 5288, 'Military': 5242, 'Simulation': 4772, 'Shooter': 4760, 'First-Person': 3950, 'Realistic': 3899, 'Open World': 3630, 'Tactical': 3485, 'FPS': 3368, 'War': 3211, 'Co-op': 3177, 'Strategy': 2584, 'Sandbox': 2445, 'Moddable': 1766, 'Combat': 1752, 'Online Co-Op': 1706, 'Singleplayer': 1696, 'Team-Based': 1619, 'Third-Person Shooter': 1601}",Arma 3,17997,19295.0,18776.0,18828.0,20428.0,26486.0
582660,Black Desert,Pearl Abyss,Pearl Abyss,nan,38313,12348,0,"5,000,000 .. 10,000,000",3211,103,301,103,99.0,999.0,90.0,17811,"English, French, German, Spanish - Spain, Japanese, Russian, Thai, Turkish, Traditional Chinese","Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","{'MMORPG': 4460, 'Massively Multiplayer': 1115, 'RPG': 1029, 'Open World': 979, 'Character Customization': 908, 'Adventure': 755, 'Fantasy': 721, 'Strategy': 704, 'Action': 685, '3D': 638, 'Simulation': 597, 'Atmospheric': 588, 'Crafting': 573, 'Cooking': 564, 'Magic': 558, 'Medieval': 551, 'PvP': 512, 'Multiplayer': 502, 'War': 497, 'Combat': 478}",Black Desert,18997,20989.0,22904.0,26856.0,21628.0,20433.0
221100,DayZ,Bohemia Interactive,Bohemia Interactive,nan,196802,87964,0,"5,000,000 .. 10,000,000",15081,1106,2084,1124,2699.0,4499.0,40.0,35745,"English, French, Italian, German, Spanish - Spain, Czech, Russian, Simplified Chinese, Traditional Chinese, Japanese, Polish, Portuguese - Brazil","Action, Adventure, Massively Multiplayer","{'Survival': 14150, 'Zombies': 9384, 'Multiplayer': 9317, 'Open World': 8542, 'Action': 6180, 'PvP': 4804, 'Shooter': 4636, 'Massively Multiplayer': 4528, 'Horror': 3273, 'Simulation': 3084, 'Post-apocalyptic': 3057, 'Early Access': 3014, 'FPS': 2949, 'First-Person': 2420, 'Survival Horror': 2396, 'Sandbox': 2124, 'Adventure': 2060, 'Co-op': 1888, 'Indie': 1684, 'Atmospheric': 1683}",DayZ,33106,30072.0,30651.0,27881.0,27564.0,31707.0
489830,The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios,Bethesda Softworks,nan,171819,18117,0,"5,000,000 .. 10,000,000",4445,686,1008,250,1319.0,3999.0,67.0,36508,"English, French, Italian, German, Spanish - Spain, Polish, Traditional Chinese, Russian, Japanese",RPG,"{'Open World': 4481, 'RPG': 3842, 'Adventure': 2834, 'Singleplayer': 2766, 'Fantasy': 2734, 'Character Customization': 2327, 'Dragons': 2017, 'Moddable': 1948, 'Story Rich': 1790, 'Magic': 1729, 'First-Person': 1567, 'Action': 1486, 'Atmospheric': 1447, 'Great Soundtrack': 1365, 'Third Person': 1101, 'Stealth': 981, 'Classic': 909, 'Remake': 749, 'Female Protagonist': 520, 'Walking Simulator': 518}",The Elder Scrolls V: Skyrim Special Edition,22395,24814.0,27305.0,24469.0,19533.0,21852.0
594570,Total War: WARHAMMER II,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",nan,99482,6874,0,"2,000,000 .. 5,000,000",11693,315,5901,383,2039.0,5999.0,66.0,23817,"English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Turkish, Simplified Chinese, Traditional Chinese","Action, Strategy","{'Strategy': 1283, 'Fantasy': 788, 'Turn-Based Strategy': 664, 'RTS': 651, 'Grand Strategy': 613, 'War': 478, 'Multiplayer': 425, 'Games Workshop': 405, 'Action': 361, 'Turn-Based': 305, 'Singleplayer': 300, 'Dark Fantasy': 270, 'Co-op': 255, 'Tactical': 244, 'Real Time Tactics': 220, 'Atmospheric': 138, 'Story Rich': 137, 'Dinosaurs': 125, 'Great Soundtrack': 98, 'Warhammer 40K': 83}",Total War: WARHAMMER II,25403,25394.0,29024.0,40293.0,29422.0,28033.0
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",nan,174932,3913,0,"2,000,000 .. 5,000,000",9254,711,4752,226,1004.0,1499.0,33.0,17351,English,Action,"{'Action Roguelike': 3679, 'Rogue-like': 3195, 'Indie': 2815, 'Replay Value': 2661, 'Difficult': 2312, 'Pixel Graphics': 1870, 'Dungeon Crawler': 1607, 'Great Soundtrack': 1513, 'Singleplayer': 1447, 'Dark': 1432, '2D': 1170, 'Remake': 1160, 'Local Co-Op': 1119, 'Gore': 1062, 'Procedural Generation': 1001, 'Rogue-lite': 964, 'Atmospheric': 869, 'Action': 784, 'Co-op': 680, 'Horror': 674}",The Binding of Isaac: Rebirth,16541,17597.0,19675.0,22739.0,29524.0,45456.0
236850,Europa Universalis IV,"Paradox Development Studio, Paradox Tinto",Paradox Interactive,nan,85881,13949,0,"2,000,000 .. 5,000,000",13254,612,2482,437,999.0,3999.0,75.0,19746,"English, German, French, Spanish - Spain","Simulation, Strategy","{'Grand Strategy': 2597, 'Historical': 2573, 'Simulation': 2536, 'Alternate History': 2166, 'Economy': 2133, 'Military': 2115, 'Sandbox': 2101, 'Political': 2090, 'Diplomacy': 2087, 'Strategy': 2079, 'Real-Time with Pause': 2058, 'Nonlinear': 2046, 'Moddable': 2045, 'Replay Value': 2041, 'Management': 1129, 'Singleplayer': 1128, 'Multiplayer': 1122, 'Resource Management': 1095, 'Education': 1086, 'Great Soundtrack': 1082}",Europa Universalis IV,21596,21006.0,22285.0,20423.0,20060.0,21620.0
548430,Deep Rock Galactic,Ghost Ship Games,Coffee Stain Publishing,nan,107663,3425,0,"2,000,000 .. 5,000,000",2385,602,897,346,1499.0,2999.0,50.0,16252,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Ukrainian, Italian, Japanese, Korean, Turkish, Spanish - Latin America",Action,"{'Looter Shooter': 1144, 'Co-op': 1131, 'Loot': 1127, 'PvE': 1119, 'FPS': 1116, 'Exploration': 1113, 'Horror': 1106, 'Shooter': 1085, 'Procedural Generation': 1081, 'First-Person': 1076, 'Class-Based': 1049, 'Action Roguelike': 1048, 'Action': 1046, 'Sci-fi': 1045, 'Space': 1043, 'Combat': 1042, 'Atmospheric': 1034, 'Dark': 1012, 'Open World': 988, 'Survival': 986}",Deep Rock Galactic,6795,6679.0,5878.0,8498.0,7562.0,8804.0
394360,Hearts of Iron IV,Paradox Development Studio,Paradox Interactive,nan,144941,12642,0,"2,000,000 .. 5,000,000",12387,721,3505,487,999.0,3999.0,75.0,40423,"English, French, German, Polish, Portuguese - Brazil, Russian, Spanish - Spain","Simulation, Strategy","{'Strategy': 2389, 'World War II': 1949, 'Grand Strategy': 1803, 'Historical': 1532, 'War': 1505, 'Military': 1346, 'Alternate History': 1201, 'Multiplayer': 1024, 'Simulation': 900, 'Tactical': 807, 'Real-Time with Pause': 778, 'RTS': 738, 'Singleplayer': 728, 'Diplomacy': 633, 'Sandbox': 506, 'Co-op': 476, 'Great Soundtrack': 394, 'Open World': 357, 'Action': 302, 'Casual': 162}",Hearts of Iron IV,35405,35982.0,36166.0,34143.0,34462.0,36073.0
39210,FINAL FANTASY XIV Online,Square Enix,Square Enix,nan,43567,5171,0,"2,000,000 .. 5,000,000",11527,1059,5398,551,1999.0,1999.0,0.0,34539,"English, French, German, Japanese","Massively Multiplayer, RPG","{'MMORPG': 594, 'RPG': 422, 'Massively Multiplayer': 405, 'Fantasy': 360, 'JRPG': 312, 'Great Soundtrack': 301, 'Character Customization': 291, 'Open World': 282, 'Story Rich': 276, 'Anime': 261, 'Multiplayer': 179, 'Adventure': 166, 'Magic': 128, 'Action': 102, 'Atmospheric': 95, 'Co-op': 90, 'Action RPG': 76, 'Online Co-Op': 56, 'Female Protagonist': 39, 'Singleplayer': 36}",FINAL FANTASY XIV Online,36657,42859.0,54305.0,52402.0,32169.0,29471.0
306130,The Elder Scrolls Online,Zenimax Online Studios,Bethesda Softworks,nan,90954,20080,0,"2,000,000 .. 5,000,000",6353,508,1307,513,599.0,1999.0,70.0,22688,"English, French, German, Russian","Massively Multiplayer, RPG","{'RPG': 2517, 'MMORPG': 2284, 'Open World': 2088, 'Massively Multiplayer': 1989, 'Multiplayer': 1564, 'Fantasy': 1541, 'Adventure': 1252, 'First-Person': 921, 'Exploration': 877, 'Story Rich': 862, 'Third Person': 826, 'Magic': 806, 'Co-op': 784, 'Action': 780, 'Atmospheric': 637, 'Great Soundtrack': 593, 'Action RPG': 581, 'Singleplayer': 444, 'Sandbox': 364, 'Character Customization': 250}",The Elder Scrolls Online,24725,23345.0,26618.0,25439.0,28848.0,27216.0
294100,RimWorld,Ludeon Studios,Ludeon Studios,nan,117706,2041,0,"2,000,000 .. 5,000,000",16014,1044,6145,411,3149.0,3499.0,10.0,16736,"English, French, German, Polish, Russian, Italian, Spanish - Spain, Czech, Danish, Dutch, Hungarian, Japanese, Norwegian, Portuguese, Portuguese - Brazil, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Finnish, Korean, Romanian","Indie, Simulation, Strategy","{'Colony Sim': 3081, 'Base-Building': 3043, 'Survival': 2723, 'Strategy': 2133, 'Management': 2061, 'Sandbox': 2050, 'Building': 1627, 'Simulation': 1460, 'City Builder': 1218, 'Procedural Generation': 1182, 'Singleplayer': 1182, 'Open World': 1166, 'Moddable': 1165, '2D': 1146, 'Sci-fi': 1130, 'Indie': 1116, 'Western': 1111, 'Tactical RPG': 1111, 'Space': 1106, 'Cartoony': 1088}",RimWorld,20139,24089.0,34454.0,31741.0,18963.0,17662.0
1263850,Football Manager 2021,Sports Interactive,SEGA,nan,20599,1464,0,"1,000,000 .. 2,000,000",21088,1018,12159,1368,4999.0,4999.0,0.0,19817,"English, Italian, Spanish - Spain, French, German, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","Simulation, Sports","{'Sports': 127, 'Simulation': 113, 'Management': 106, 'Multiplayer': 68, 'Singleplayer': 68, 'Soccer': 67, 'Football': 48, 'Strategy': 41, 'Co-op': 8}",Football Manager 2021,3551,61012.0,67876.0,65047.0,63565.0,67047.0
787860,Farming Simulator 19,Giants Software,Focus Home Interactive,nan,53162,3520,0,"1,000,000 .. 2,000,000",8868,505,2716,312,799.0,1999.0,60.0,14983,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Hungarian, Japanese, Korean, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Traditional Chinese, Turkish",Simulation,"{'Simulation': 815, 'Farming Sim': 716, 'Multiplayer': 513, 'Agriculture': 497, 'Realistic': 420, 'Open World': 385, 'Driving': 383, 'Management': 334, 'Singleplayer': 333, 'Automobile Sim': 331, 'Moddable': 298, 'Co-op': 286, 'Resource Management': 259, 'Relaxing': 247, 'First-Person': 187, 'Online Co-Op': 163, 'Economy': 148, 'Family Friendly': 128, 'Strategy': 125, 'Atmospheric': 124}",Farming Simulator 19,30000,29636.0,30236.0,27597.0,25171.0,28394.0
1454400,Cookie Clicker,"Orteil, DashNet",Playsaurus,nan,24439,508,0,"1,000,000 .. 2,000,000",12087,2645,9038,3724,499.0,499.0,0.0,17312,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese","Casual, Indie, Simulation, Strategy","{'Clicker': 416, 'Idler': 370, 'Casual': 363, 'Indie': 346, 'Collectathon': 290, 'Pixel Graphics': 289, 'Management': 287, 'Economy': 261, 'Building': 246, 'Psychological Horror': 243, 'Funny': 239, 'Life Sim': 237, 'Strategy': 234, 'Memes': 223, 'Simulation': 222, 'Resource Management': 220, '2D': 216, 'Comedy': 211, 'Colorful': 209, 'Touch-Friendly': 205}",Cookie Clicker,36240,58511.0,13911.0,nan,nan,nan
1222670,The Sims 4,Maxis,Electronic Arts,nan,32170,3509,0,"1,000,000 .. 2,000,000",1688,536,550,755,479.0,3999.0,88.0,16186,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Finnish, Traditional Chinese, Simplified Chinese, Korean","Casual, Simulation","{'Life Sim': 421, 'Character Customization': 407, 'Building': 388, 'Simulation': 382, 'Sexual Content': 330, 'Casual': 283, 'Singleplayer': 232, 'Relaxing': 223, 'Romance': 223, 'Funny': 210, 'Cute': 198, 'Family Friendly': 195, 'Multiplayer': 186, 'Immersive Sim': 174, 'Cartoony': 159, 'Realistic': 159, 'Fantasy': 159, 'Beautiful': 157, 'Atmospheric': 143, 'LGBTQ+': 77}",The Sims 4,11623,9602.0,12683.0,16604.0,10648.0,9217.0
1506830,FIFA 22,EA Canada,Electronic Arts,nan,16356,3669,0,"500,000 .. 1,000,000",3591,1103,4468,1215,3599.0,5999.0,40.0,50647,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish","Simulation, Sports","{'Soccer': 305, 'Sports': 282, 'Competitive': 268, 'Simulation': 265, 'Multiplayer': 265, 'Football': 264, 'Realistic': 248, 'Singleplayer': 248, 'Online Co-Op': 242, 'Local Multiplayer': 242, 'Local Co-Op': 235, 'Controller': 231, 'PvP': 227, 'Family Friendly': 226, 'e-sports': 203, 'Immersive Sim': 179, 'Team-Based': 171, 'Physics': 171, 'Co-op': 148, 'Cinematic': 144}",FIFA 22,44046,37121.0,nan,nan,nan,nan
1569040,Football Manager 2022,Sports Interactive,SEGA,nan,6184,445,0,"200,000 .. 500,000",5091,2495,6833,3879,5499.0,5499.0,0.0,72616,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","Simulation, Sports","{'Sports': 89, 'Management': 66, 'Real Time Tactics': 60, 'Soccer': 50, 'Simulation': 48, 'Football': 42, 'Strategy': 35, 'e-sports': 34, 'Character Customization': 32, '2D': 27, '3D': 27, 'Multiplayer': 25, 'Text-Based': 19, 'Singleplayer': 15, 'Fantasy': 10, 'Psychological Horror': 6}",Football Manager 2022,62418,nan,nan,nan,nan,nan
1623660,MIR4,Wemade Next,Wemade,nan,6117,3411,0,"0 .. 20,000",6275,5858,580,10313,0,0,0,0,"English, Traditional Chinese, Japanese, Simplified Chinese, Korean","Massively Multiplayer","{'PvE': 0, 'PvP': 0, 'MMORPG': 0, 'Demons': 0, 'Martial Arts': 0, 'RPG': 0, 'Open World': 0, 'Action': 0, 'RPG Hunting': 0, 'Action': 0, 'Fantasy': 0, '3D': 0, 'War': 0, 'Third Person': 0, 'Trading': 0, 'Massively Multiplayer': 0}",MIR4,51536,35021.0,13557.0,nan,nan,nan
289070,Sid Meier's Civilization VI,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",nan,159387,32562,0,"5,000,000 .. 10,000,000",4457,425,1393,303,899.0,5999.0,85.0,33759,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Strategy,"{'Strategy': 2845, 'Turn-Based Strategy': 2095, 'Historical': 1364, 'Multiplayer': 1363, 'Singleplayer': 1120, 'Turn-Based': 1111, 'Grand Strategy': 1036, '4X': 956, 'War': 828, 'Simulation': 804, 'City Builder': 656, 'Tactical': 629, 'Great Soundtrack': 429, 'Moddable': 401, 'Building': 397, 'Management': 385, 'Online Co-Op': 377, 'Co-op': 357, 'Hex Grid': 286, 'Atmospheric': 145}",Sid Meier's Civilization VI,39656,52058.0,39724.0,46805.0,36647.0,38811.0
